太陽光発電材料グループ,https://www.nims.go.jp/research/group/photovoltaic-materials/index.html
ナノ界面エネルギー変換グループ,https://www.nims.go.jp/research/group/interfacial-energy-conversion/
界面計算科学グループ,https://www.nims.go.jp/research/group/interface-computational/
電池材料解析グループ,https://www.nims.go.jp/research/group/battery-materials-analysis/
,https://www.nims.go.jp
"液体水素材料研究センター
磁気冷凍システムグループ
強磁場計測グループ
磁気冷凍材料グループ
水素材料制御グループ
",https://www.nims.go.jp/research/cryogenic-hydrogen-and-materials/
磁気冷凍システムグループ,https://www.nims.go.jp/research/group/magnetic-refrigeration-system/
強磁場計測グループ,https://www.nims.go.jp/research/group/high-magnetic-field-measurement/
磁気冷凍材料グループ,https://www.nims.go.jp/research/group/magnetocaloric-materials/
水素材料制御グループ,https://www.nims.go.jp/research/group/hydrogen-materials-engineering/
先進蓄電池研究開発拠点,https://www.nims.go.jp/research/advanced-battery-collaboration/
,https://www.nims.go.jp
,https://www.nims.go.jp
,https://www.nims.go.jp
,https://www.nims.go.jp
,https://www.nims.go.jp
,https://www.nims.go.jp
,https://www.nims.go.jp
,https://www.nims.go.jp
,https://www.nims.go.jp
,https://www.nims.go.jp
蓄電池基盤プラットフォーム,https://www.nims.go.jp/research/platform/brp/
,https://www.nims.go.jp
元素戦略磁性材料研究拠点,https://www.nims.go.jp/research/group/ESICMM/index.html
,https://www.nims.go.jp
,https://www.nims.go.jp
,https://www.nims.go.jp
,https://www.nims.go.jp
磁性材料グループ,https://www.nims.go.jp/research/group/magnetic-materials/
磁気記録材料グループ,https://www.nims.go.jp/research/group/magnetic-recording/
スピントロニクスグループ,https://www.nims.go.jp/research/group/spintronics/
スピン物性グループ,https://www.nims.go.jp/research/group/spin-physics/
スピンエネルギーグループ,https://www.nims.go.jp/research/group/spin-caloritronics/
磁性材料解析グループ,https://www.nims.go.jp/research/group/magnetic-analysis/
磁性理論グループ,https://www.nims.go.jp/research/group/spin-theory/index.html
,https://www.nims.go.jp
振動制御材料グループ,https://www.nims.go.jp/research/group/vibration-control-materials/index.html
超耐熱材料グループ,https://www.nims.go.jp/research/group/superalloys-and-high-temperature-materials/
軽金属材料創製グループ,https://www.nims.go.jp/research/group/light-weight-metallic/index.html
塑性加工プロセスグループ,https://www.nims.go.jp/research/group/plasticity-processing/
計算構造材料グループ,https://www.nims.go.jp/research/group/computational-structural/
材料強度基準グループ,https://www.nims.go.jp/research/group/materials-strength-standard/
疲労特性グループ,https://www.nims.go.jp/research/group/fatigue-property/
環境疲労特性グループ,https://www.nims.go.jp/research/group/environmental-fatigue-property/index.html
腐食特性グループ,https://www.nims.go.jp/research/group/corrosion-property/
耐食材料グループ,https://www.nims.go.jp/research/group/corrosion-and-protection/
鉄鋼材料グループ,https://www.nims.go.jp/research/group/steel-research/
高強度材料グループ,https://www.nims.go.jp/research/group/high-strength/
構造材料組織解析技術グループ,https://www.nims.go.jp/research/group/microstructure-analysis/
溶接・接合技術グループ,https://www.nims.go.jp/research/group/welding-and-joining-technology/index.html
高分子系ハイブリッド複合材料グループ,https://www.nims.go.jp/research/group/polymer-matrix/
積層スマート材料グループ,https://www.nims.go.jp/research/group/integrated-smart-materials/
セラミックス基複合材料グループ,https://www.nims.go.jp/research/group/ceramic-matrix-composites/
表面・接着科学グループ,https://www.nims.go.jp/research/groups/adhesion-surface/
構造用非酸化物セラミックスグループ,https://www.nims.go.jp/research/group/structural-non-oxide-ceramics/
"構造材料試験プラットフォーム
クリープグループ
疲労・腐食グループ
",https://www.nims.go.jp/research/platform/structural-materials-testing/
クリープグループ,https://www.nims.go.jp/research/group/creep/
疲労・腐食グループ,https://www.nims.go.jp/research/group/fatigue-corrosion-testing/
,https://www.nims.go.jp
耐熱材料設計チーム,https://www.nims.go.jp/research/group/high-temp-mat-design/index.html
,https://www.nims.go.jp
熱エネルギー変換材料グループ,https://www.nims.go.jp/research/group/thermal-energy-materials/
ソフト化学グループ,https://www.nims.go.jp/research/group/soft-chemistry/
メソスケール物質化学グループ,https://www.nims.go.jp/research/group/mesochem/
超分子グループ,https://www.nims.go.jp/research/group/supermolecule/
光触媒材料グループ,https://www.nims.go.jp/research/group/photocatalyst/index.html
半導体ナノ構造物質グループ,https://www.nims.go.jp/research/group/nanostructured-semiconducting-materials/index.html
機能性ナノマテリアルグループ,https://www.nims.go.jp/research/group/functional-nanomaterials/
フロンティア分子グループ,https://www.nims.go.jp/research/group/frontier-molecule/
光機能分子材料グループ,https://www.nims.go.jp/research/group/functional-chromophores/index.html
ナノ粒子グループ,https://www.nims.go.jp/research/group/nanoparticle/index.html
量子物質創製グループ,https://www.nims.go.jp/research/group/quantum-solid-state/
ナノイオニクスデバイスグループ,https://www.nims.go.jp/research/group/nanoionic-devices/
超薄膜エレクトロニクスグループ,https://www.nims.go.jp/research/group/thin-film-electronics/index.html
ナノシステム物性理論グループ,https://www.nims.go.jp/research/group/nano-system-theoretical/
ナノフロンティア超伝導材料グループ,https://www.nims.go.jp/research/group/nano-frontier-superconductor/
ナノ光制御グループ,https://www.nims.go.jp/research/group/photonics-nano-engineering/
表面量子相物質グループ,https://www.nims.go.jp/research/group/surface-quantum-phase/
量子デバイス工学グループ,https://www.nims.go.jp/research/group/quantum-device/
量子物質特性グループ,https://www.nims.go.jp/research/group/quantum-material-properties/
,https://www.nims.go.jp
機能創成理論グループ,https://www.nims.go.jp/research/group/emergent-materials-property-theory/index.html
ナノ計算材料科学グループ,https://www.nims.go.jp/research/group/computational-nanoscience/
量子物性シミュレーショングループ,https://www.nims.go.jp/research/group/first-principles-simulation/
,https://www.nims.go.jp
,https://www.nims.go.jp
ナノプローブグループ,https://www.nims.go.jp/research/group/nanoprobe/
固体NMRグループ,https://www.nims.go.jp/research/group/solid-state-nmr/index.html
電子顕微鏡グループ,https://www.nims.go.jp/research/group/electron-microscopy/
実働環境計測技術開発グループ,https://www.nims.go.jp/research/group/in-situ-characterization-technique/
表界面物理計測グループ,https://www.nims.go.jp/research/group/surface-physics-characterization/
中性子散乱グループ,https://www.nims.go.jp/research/group/neutron-scattering/
光電子分光グループ,https://www.nims.go.jp/research/group/photoemission-spectroscopy/
,https://www.nims.go.jp
"材料データプラットフォームセンター
材料データベースグループ
材料データ解析グループ
データシステムグループ
",https://www.nims.go.jp/research/materials-data-pf/
材料データベースグループ,https://www.nims.go.jp/research/group/materials-database.html
材料データ解析グループ,https://www.nims.go.jp/research/group/materials-data-analysis.html
データシステムグループ,https://www.nims.go.jp/research/group/data-system.html
エネルギー材料設計グループ,https://www.nims.go.jp/research/group/energy-materials-design/index.html
データ駆動高分子設計グループ,https://www.nims.go.jp/research/group/data-driven-polymer-design/
データ駆動構造材料グループ,https://www.nims.go.jp/research/group/dara-driven-structural-materials/
デバイス材料設計グループ,https://www.nims.go.jp/research/group/device-materials-informatics/index.html
データ駆動無機材料グループ,https://www.nims.go.jp/research/group/dara-driven-inorganic-materials/
SIP-MIラボ,https://www.nims.go.jp/research/SIP-MI/index.html
,https://www.nims.go.jp
材料数値シミュレータステーション,https://www.nims.go.jp/research/station/supercom/
"材料創製・加工ステーション
材料創製グループ
材料加工グループ
鍛造シミュレータグループ
",https://www.nims.go.jp/research/station/manufacturing/
材料創製グループ,https://www.nims.go.jp/research/group/manufacturing/
材料加工グループ,https://www.nims.go.jp/research/group/engineering/
鍛造シミュレータグループ,https://www.nims.go.jp/research/group/forging-simulator/
"電子顕微鏡解析ステーション
組織解析グループ
高分解能グループ
",https://www.nims.go.jp/research/station/electron-microscopy-analysis/index.html
組織解析グループ,https://www.nims.go.jp/research/group/structural-materials-microstructure-evaluation/
高分解能グループ,https://www.nims.go.jp/research/group/high-resolution/
,https://www.nims.go.jp
"材料分析ステーション
表面・微小領域分析グループ
化学分析・X線回折グループ
",https://www.nims.go.jp/research/station/analysis/
表面・微小領域分析グループ,https://www.nims.go.jp/research/group/chemical-analysis-x-ray/
化学分析・X線回折グループ,https://www.nims.go.jp/research/group/chemical-analysis-x-ray/
NMRステーション,https://www.nims.go.jp/research/station/nmr/
低温応用ステーション,https://www.nims.go.jp/research/station/cryogenic/
"ナノテクノロジー融合ステーション
ナノファブリケーショングループ
ナノバイオグループ
",https://www.nims.go.jp/research/station/nice/
ナノファブリケーショングループ,https://www.nims.go.jp/research/group/nanofabrication/
ナノバイオグループ,https://www.nims.go.jp/research/group/nanobio/
ナノテクノロジープラットフォームセンター,https://www.nims.go.jp/ntj/center/
,https://www.nims.go.jp
微細構造解析プラットフォーム,https://www.nims.go.jp/nmcp/
微細加工プラットフォーム,https://www.nims.go.jp/nfp/
分子・物質合成プラットフォーム,https://www.nims.go.jp/mmsp/
